Mall Name,Mall State,Mall Address,Mall Phone,Mall Latitude,Mall Longitude,Mall Number of Stores,Mall Stores List
Valley View Mall,Wisconsin,"3800 State Road 16, La Crosse, WI 54601",(608) 781-4700,29.9829213,-81.7738718,73 stores, Aeropostale |  American Eagle Outfitters |  Barnes & Noble |  Bath & Body Works |  C.J. Banks |  Claire's  |  Coney Island |  Crazy 8 |  DEB |  Elite Nails |  Express |  Eyemart Express |  Famous Footwear |  Finish Line |  Foot Locker |  Fred Meyer Jewelers |  GameStop |  Gap/GapKids |  Gloria Jean's Cafe |  GNC |  Gymboree |  Helzberg Diamonds |  Herberger's |  Hollister Co. |  Hot Topic |  Chicken Now |  Christopher & Banks |  JCPenney |  JCPenney Salon |  Journeys |  Justice |  Katmandu Trading |  Kay Jewelers |  Kitchen Collection |  Macy's |  MasterCuts |  Maurices |  Merle Norman Cosmetics |  Mrs. Fields Cookies |  Nori Japan |  Orange Julius/Dairy Queen |  PacSun |  Panda Express |  Payless ShoeSource |  Pearle Vision Express |  Piercing Pagoda |  Pretzel Maker |  Pro Cellular |  RadioShack |  Regis Salon |  Rocky Rococo |  Roger & Hollands Jewelers |  rue21 |  Sears |  Select Comfort |  Spencer's |  Talbots |  The Buckle |  Things Remembered |  Trade Secret |  Tradehome Shoes |  US Cellular |  Valley View Nail |  Vanity |  VC at Macy's |  Victoria's Secret |  Vision World |  Wet Seal |  Winslow's Hallmark |  Yankee Candle |  Zales The Diamond Store |  Zumiez
Valley West Mall,Iowa,"1551 Valley West Drive, West Des Moines, IA 50266",515.225.3631,41.597501,-93.749512,110 stores, Aeropostale |  American Eagle Outfitters |  AMG Eyebrow Threading |  Anais Gvani |  Auntie Anne's Pretzels |  Avon |  babyGap |  Banana Republic |  Bath & Body Works |  Bella Salon & Collections |  Blue Sky Creamery |  BonWorth |  Brodkey's Jewelers |  C.J. Banks |  Cacique |  Calypso |  Cellular Advantage |  Claire's  |  Clicks Gaming Center |  Coach House Gifts |  Colorworks |  Cost Cutters |  D.R. Deli and Deserts |  Dakota Watch |  DQ/Karmelkorn/Orng Julius |  Eddie Bauer |  err |  Express |  Express Men |  Famous Footwear |  Fit To Be Tied |  Flash Digital Portraits |  Foot Locker |  Games & More |  GameStop |  Gap  |  GapKids |  Gifts & More |  Global Cellular |  GNC |  Great American Cookies |  Greenberg Jewelers |  Gymboree |  Hair & Nail Studio |  Helzberg Diamonds |  Hollywood Nails |  Champs |  Charlotte Russe |  Chicken Shack |  Chipotle Mexican Grill |  Chiq |  Choclolaterie Stam |  Christopher & Banks |  JCPenney |  JCPenney Optical |  JCPenney Salon |  Jimmy John's |  Joseph's Jewelers |  Journeys |  Justice |  Kays Jewelers |  Kid's World |  Kim's Tailors |  Lady Foot Locker |  Lane Bryant |  Lazer Expressions |  Lena's World |  LensCrafters |  Lundy's Hallmark |  Maid-Rite |  Mattress Firm |  Maurices |  Motherhood Maternity |  MW Tux |  Naturalizer |  Nextel/Sprint |  Noodles & Company |  Panda Express |  Payless ShoeSource |  Pearle Vision |  Pro Image |  Pro Image Gift Shop |  Quill and Nib |  Qwest |  RadioShack |  RCC Western Store |  Regis Salon |  rue21 |  Sbarro |  Serenity-Aveda Salon |  Shoe Fixers |  Stride Rite |  Subway |  Sunglass Hut |  Sunny's Sons' Salon |  Taco John's |  The Buckle |  The Children's Place |  The Limited |  The Sleep Number Store |  T-Mobile |  Top Nails & Tanning |  Valley West Grill & Bar |  Vanity |  Verizon |  Victoria's Secret |  Von Maur |  Younkers |  Younkers Optical
Vestavia Hills City Center,Alabama,"Hwy. 31 & Canyon Road,Vestavia Hills, AL 35216",,33.7666738,-78.8315649,74 stores," A Medi Day Spa |  Accept Plus of Alambama |  Alabama Vascular |  Andrews Sport & Fitness |  BA Framer |  Beautiful Brides |  Blockbuster Video |  Boutwell Associates, PA |  Cartridge World |  CLP Resources, Inc. |  Cokesbury Bookstore |  Constructores Para Cristo |  Curves |  Dale's Southern Grill |  DL Salon |  Dr. Charles A. Brock |  Edward D. Jones & Co. |  ERA Oxford Realty |  Firehouse Subs |  Flower Buds |  Future Wireless |  GameStop |  H&R; Block |  Hair Impressions |  Hairspray Salon |  Houliang Massage |  China Ben |  Karen's Hallmark |  Kid's Gym |  Kidz Closet |  Local Restaurant & Bar |  Lucy's On Thirty-One |  Mariachi Grill |  May Furniture |  Merle Norman Cosmetics |  MGT Imports |  Mia Moda |  Milestone Books |  Model Train Club |  Moe's Southwest Grill |  Moxie Hair Design |  Mr. Clay's Barber Shop |  'N Vogue Cosmetics |  Nail Fever |  Nonna's |  Painted by U |  Panera Bread |  Pet Supermarket |  Physical Therapy South |  Publix |  Rave Motion Pictures |  Rite Aid |  Ritz/Wolf Camera |  Royal Nails |  Rugged Wearhouse |  Sekisui |  Schoolhouse Ed. Supply |  Sips n Strokes |  Sneaky Pete's Cafe |  Starbucks Coffee |  Stein Mart |  Style America |  Subway |  Suntime Tanning |  Super Suppers |  The Cambridge Shop |  The European Kitchen |  The Fitting Touch |  The Jewel Source |  The Wine Cellar |  Therapy South |  T-Mobile/Sprint |  Tricia's Baby Station"
Victoria Gardens,California,"12505 North Mainstreet, Suite 200, Rancho Cucamonga, CA 91739",(909) 463-2830,34.1096867,-117.5330121,166 stores, abercrombie |  Abercrombie & Fitch |  Aeropostale |  ALDO |  All Nations Realty & Inv. |  Allergy & Asthma Center |  AMC Theatres |  American Apparel |  American Eagle Outfitters |  Amy's Hallmark |  Anthropologie |  Apple Store |  AT&T; Mobility |  Aveda Verte |  babyGap/GapKids |  Bakers |  Banana Republic |  Barbeques Galore |  Bare Escentuals |  Bass Pro Shops |  Bath & Body Works |  bebe |  Ben & Jerry's |  Ben Bridge Jeweler |  Bliss |  Borders (Closing) |  Brighton Collectibles |  Brookstone |  Cache |  California National Bank |  California Pizza Kitchen |  Candela's Contemp Cuisine |  Carlton Hair Int'l |  Cinderella |  Claire's  |  Clear View Optometry |  Coach |  Coffee Bean & Tea Leaf |  Cohiba Cigar Boutique |  Cold Stone Creamery |  Coldwater Creek |  Color Me Mine |  Corner Bakery |  Crate & Barrel |  Crepes de Paris |  Del Taco |  Ecco |  Eddie Bauer |  Enchanted Salon & Spa |  err |  Express/Express Men |  Fashion Day Spa |  Fast Fix Jewelry Repair |  Finish Line |  Flemming's Prime Stk Hse |  Forever 21 |  Fossil |  Francesca's Collections |  Fuzziwig's Candy Factory |  GameStop |  Gap  |  Great Khan's Mongolian |  Guess |  Gymboree |  Gyu Kaku |  H&M; |  Happiness Nails & Spa |  Harry's Pacific Grill |  Helzberg Diamonds |  Hollister Co. |  Hot Dog On A Stick |  Hot Topic |  Champs Sports |  Chevron |  Chico's |  Chipotle Mexican Grill |  J. Jill |  J. Stephens |  Jade Aveda Salon |  Jamba Juice |  Jared Galleria of Jewelry |  JCPenney |  JCPenney Optical |  JCPenney Salon |  Johnny Rockets |  Jorgensen Environmental |  Jos. A. Bank |  Journeys |  Justice |  Kabuki Japanese Rest. |  Kay Jewelers |  King's Fish House |  Kirkland's |  Lane Bryant |  L'Occitane en Provence |  LOFT |  Lucille's Bar-B-Que |  Lucky Brand Jeans |  Luxury Perfumes |  Macy's |  Mode Plus |  Naartjie |  Nestle Toll House Cafe |  New York & Company |  Oakley |  Occhiali Da Sole |  P.F. Chang's China Bistro |  Pacific Sunwear |  Paesano Ristorante Italia |  Panda Express |  Payless ShoeSource |  Pinkberry (Frozen Yogurt) |  Pottery Barn |  Pronto Wash |  Puppies @ Moon Doggies |  Quiznos  |  Red E Surf |  Reflection Shoes |  Richie's American Diner |  Rocky Mountain Chocolate |  Sbarro |  See's Candies |  Select Comfort |  Sephora |  Skechers |  Sprint |  Starbucks Coffee |  Stride Rite |  Sunglass Hut |  Swarovski |  T.G.I. Friday's |  Talbots |  TCBY/Mrs. Fields |  The Body Shop |  The Buckle |  The Hat |  The Hat Club |  The Cheesecake Factory |  The Children's Place |  The Levi's Store |  The Picture People |  Things Remembered |  T-Mobile |  Toby Keith's Bar & Grill |  Tokyo Grill |  Ulta Salon-Cosmetics |  Urban Outfitters |  Verizon Wireless |  Victoria Gardens Ctl.Ctr. |  Victoria Gardens Guest Sr |  Victoria's Secret |  Visage Med-Spa |  Vitamin World |  Watch Works |  Wells Fargo |  Wendy's |  Wetzel's Pretzel's |  White House|Black Market |  Williams-Sonoma |  Windsor |  Yabe Optik |  Yard House |  Zales The Diamond Store |  Ziba Beauty |  Zumiez
Victoria Mall,Texas,"7800 N. Navarro, Victoria, Texas 77904",(361) 576-1291,31.9981618,-96.3801572,67 stores," Aeropostale |  Aman's Jewelers |  American Eagle Outfitters |  Arts, Etc. |  AT&T; |  Bath & Body Works |  Bealls |  Best Buy |  BonWorth |  Burke's Outlet |  Casa Ole |  Cato |  Cinemark |  Claire's  |  Dillard's |  Dillard's 2 |  Dr. Jorge San Martin |  DriverRite Defensive Drvg |  Earthbound Trading Co. |  Express Nails |  EyeMasters |  Finish Line |  Foot Locker |  Gap/GapKids |  GNC |  Gordon's Jewelers |  Great American Cookies |  Hibbett Sports |  Champs Sports |  Chick-fil-A |  China Pantry |  Chuck E. Cheese's |  Inspiring Scents & Gifts |  IScream |  James Avery |  JCPenney |  Journeys |  Kay Jewelers |  MasterCuts |  Maurices |  Melrose |  Merle Norman Cosmetics |  Niki's Roma Pizza |  Old Navy |  PacSun |  Payless ShoeSource |  Perfumania |  Piercing Pagoda |  Popcorn Plus |  Regal Jewelers |  Regis Salon |  rue21 |  Sears |  Sears Portrait Studio |  Shoe Dept. |  Subway |  Sunglass Hut |  Texas Dow Employees Crdt |  The Buckle |  The Children's Place |  Things Remembered |  Tilt |  Tracy's Hallmark |  Victoria's Secret |  XCL T-Mobile |  Zales The Diamond Store"
Viewmont Mall,Pennsylvania,"100 Viewmont Mall, Scranton, PA",570-346-9182,41.4606836,-75.6568088,71 stores," A Dollar |  AAA Nails |  Aerie |  Aeropostale |  American Eagle Outfitters |  Applebee's |  AT&T; |  Auntie Anne's |  Bath & Body Works |  Bavarian Pretzel |  Beauty Bar |  Body Central |  Claire's Boutique |  Dairy Queen |  Deb Shop |  Executive Cellular |  Express |  Express Men |  Finish Line |  Foot Locker |  FYE (For Your Entertainment) |  Game Stop |  Gamers Alley |  Gap / Gap Kids |  General Nutrition Center |  Gertrude Hawk Chocolates |  Hallmark, Martin's |  Charlotte Russe |  Christine's Bistro |  Christopher & Banks |  JC Penneys |  Jitterz |  Journeys |  Justice |  Kay Jewelers |  La Ti Da |  Lenscrafters |  Lids |  Limited, The |  Littman Jewelers |  Macy's |  Master Cuts |  Nail Trix |  Nathans/ Arthur Treachers/ Taco Fiesta |  Nori Japan |  Old Navy |  Pacific Sunwear |  Payless Shoe Source |  Piercing Pagoda |  PNC Bank |  Radio Shack |  Regis Salon |  Rite Aid |  Roma Pizza |  rue21 |  Sears |  Sephora |  Shoe Department |  Silver & Gold Connection |  Spencer Gifts |  Strawberry |  Subway |  Sun Gourmet |  Sunglass Hut |  Things Remembered |  T-Mobile |  Verizon Wireless |  Victoria's Secret |  Vitamin World |  Zales"
Villa Marina Marketplace,California," 13450 maxella avenue, marina del rey, ca 90292",(310) 827-1740,33.9862495,-118.4413572,49 stores, AaronBrothers Art&Framing; |  AMC Theatres |  Baja Mexican Grill |  Barnes & Noble |  Bath & Body Works |  Citibank |  Coffee Bean & Tea Leaf |  Cop A Tan |  CVS/Pharmacy |  Del Rey Optometry |  DSW |  East Coast Bagel |  Express |  Fantastic Sams |  Fat Burger |  FedEx Office |  GameStop |  Gap |  Gelson's Market |  GLJ Partners |  Irori Japanese Rest. |  Jamba Juice |  Jenny Craig |  John Peri Hair |  LA Fitness |  Maytag Laundry |  Men's Wearhouse |  Nails By Olivia |  Nichols Restaurant |  Panda Express |  Panini Coffee & Cafe |  Pavilions |  Petals & Wax |  Pizzarito |  Quiznos  |  RadioShack |  Ray Partovy DDS |  Rocky Mountain Chocolate |  Shershah Cuisine |  Sport Chalet |  State Farm |  Supercuts |  Swiss Jewelry |  The UPS Store |  T-Mobile |  United Artists Theaters |  Victoria's Secret |  VIP Marina Cleaners
Village at Sandhill,South Carolina,"1081 Clemson Road, Columbia, South Carolina 29229",+1 803-419-0235,34.1347789,-80.8793495,116 stores, Academy Sports & Outdoors |  Aeropostale |  Air National Guard |  Al Amir |  American Eagle Outfitters |  Arizona's Steakhouse |  AT&T;/Cingular |  Bath & Body Works |  BB&T; |  Belk |  Big Thursday |  Blue Fin Seafood Restn't. |  Books-A-Million |  Brighton Collectibles |  Carolina Couture |  Claire's  |  Coldwater Creek |  Cost Plus World Market |  Cracker Barrel |  Crazy 8 |  Direct TV |  Donna Nails |  Edible Arrangements |  Edward Jones |  Express Oil Change |  Famous Hair Salon |  First Citizens Bank |  Five Guys Burgers & Fries |  Frame Warehouse |  GameStop |  Gold's Gym |  Gymboree |  H Rubin |  Handpicked |  hhgregg |  Home Depot |  Chamber of Commerce |  Champs Sports |  Charlotte's Room |  Christopher & Banks |  Icing by Claire's |  JCPenney |  Jersey Mike's Subs |  Jos. A. Bank |  Journeys |  Justice |  Kay Jewelers |  Kirkland's |  Kitty's Hallmark |  La Bag Lady |  Lady Foot Locker |  Lane Bryant |  Le Peep Restaurant |  Learning Express |  LensCrafters |  Lids |  LOFT |  Marble Slab Creamery |  Massage Envy |  Mattress Firm |  Moe's Southwest Grill |  Motherhood Maternity |  My Gym Children's Fitness |  NBSC Bank |  Nestle Toll House Cafe |  New York & Company |  Old Navy |  Panera Bread |  Peanut Man |  Pineapple Porch |  Plex Indoor Sports |  Portrait Innovations |  Rack Room Shoes |  Red Bowl Asian Bistro |  Red Robin |  Reed's Jewelers |  Regions Bank |  Rita's |  Rooms To Go |  rue21 |  Safe Federal Credit Union |  Sandhill 16 Regal Cinema |  Sandler's Jewelers |  Shoe Carnival |  Schumacher Homes |  Soho Hero |  Sprint/Palmetto Wireless |  Starbucks Coffee |  Strasburg Children |  Stride Rite |  SunCom/T-Mobile |  Sunglass Hut |  Sunglass Station |  Super Bi-Lo |  Super Nails |  Sylvan Learning |  T.J.Maxx |  Teddy Mountain |  The Children's Place |  The Mutual Fund Store |  U.S. Recruiting-Nat'l Grd |  Ultra Tan |  Versona Accessories |  Victoria's Secret |  Village Artists |  Village Spirits |  Walgreens |  Wells Fargo Bank |  Wet Seal |  Which Wich |  Wild Birds Unlimited |  Wild Wing Cafe |  Wisteria Salon/Spa |  Yankee Candle |  Yogen Fruz
Village Crossing,Illinois,"5507 W. Touhy Ave. Skokie, IL 60077 ",,42.0116402,-87.7635504,44 stores," All Tune & Lube |  AMC Theatres |  Avenue |  Avis |  Bank of America  |  Barnes & Noble |  Bed Bath & Beyond |  Best Buy |  Buffalo Wild Wings |  Corner Cafe & Bakery |  Disc Replay |  Famous Footwear |  FastFrame |  GNC |  Gourmet Pita's & Pizza |  Hair Cuttery |  Chili's |  Chill Bubble Tea |  Chipotle Mexican Grill |  Chuck E. Cheese's |  Makisu Sushi |  Michaels |  OfficeMax |  Open Advanced MRI |  Outback Steakhouse |  Panda Express |  Party City |  Payless ShoeSource |  Pearle Vision |  PetSmart |  Picasso, Inc |  Professional Hair |  Red Robin |  Sandberg Jewelers |  Shallots Bistro |  Stars |  Studios of Self Defense |  Swedish Covenant Hospital |  Ulta Salon |  U-Spy Store |  Vacant |  Village Cleaners |  Village Crossing Dentisty"
Village Mall,Alabama,"1627-53 Opelika Road, Auburn, AL",334.821.8327,32.625185,-85.446315,58 stores, ABC Toys |  Aéropostale |  American Eagle Outfitters |  Andrew's |  Applebee's |  Bath & Body Works |  Belk |  Body Central |  Cellairis |  Claire's |  Coldwater Creek |  Cool Shades |  Dillard's |  Dillard's Salon |  DreamMakers |  Epic Clothing |  Famous Wok |  Fashion Scents |  Foot Locker |  FootAction USA |  GameStop |  GNC Live Well |  Gold & Silver Collections |  Gold Buyers At The Mall |  Great American Cookies |  Hair Palace |  Hat Shack |  Hibbett Sports |  Hot Topic |  Chick-fil-A |  Intrique Jewelers |  JCPenney |  JCPenney Styling Salon |  Jos. A. Bank |  Journeys |  Kay Jewelers |  Lane Bryant |  LOFT |  Lynn's Hallmark - Campus Spirit |  Marks & Morgan Jewelers |  maurices |  Moon's Day Spa |  Murano Jewelry |  Payless ShoeSource |  Premiere Nails |  Rainbow |  Regis Salon |  Sears |  Sunglass Hut |  Teppan Yaki |  The Shoe Dept. Encore |  T-Mobile |  Victoria's Secret |  Vision World |  Wet Seal |  Wings & Deli |  WLTZ-NBC 38 Sales Office
Village of Merrick Park,Florida,"358 San Lorenzo Ave, Coral Gables, Florida 33146",(305) 529-0200,25.7314219,-80.258931,107 stores, 120% Lino |  A Pea In The Pod |  Adolfo Dominguez |  Ann Taylor |  Anthropologie |  Artefacto |  Artrageous Gallery |  Azul Boutique |  Azzurro |  Babycotton |  Bakers |  Banana Republic |  Bayview Financial |  bebe |  Benetton |  Benetton 012 |  Betsy Johnson |  Blumarine |  Bognar & Piccolini |  Borders (Closing) |  Burberry |  Cache |  Canali |  Carlos Miele |  C'est Bon |  CG Burgers |  Cinco Cantina & Tequila |  Coach |  Cole Haan |  Crave |  Cruisin' Green |  Diane von Furstenberg |  Donald J Pilner Couture |  Dr. Bernard Nusbaum |  Dr. Frederic Brandt |  DSTORE |  Edward Beiner |  Elemis Spa |  Emilio Robba |  Equinox Fitness Club&Spa; |  Etro |  Faconnable |  Francesca's Collections |  Furla |  Gables Pediatrics |  Godiva Chocolatier |  Gucci |  Gymboree Play & Music |  H. Stern |  Habib Oriental Rugs |  Home Design Store |  Hugo Boss |  CH Carolina Herrera |  Chico's |  Janie and Jack |  Jimmy Choo |  Juicy Couture |  Kaplan Test Prep |  Koko & Palenki |  La Perla |  Lacoste |  liapela |  Lisa Todd |  L'Occitane |  Longchamp |  Loro Piana |  Luca Luca |  Luggage & More |  Mariposa at Neiman Marcus |  Mayors |  Mephisto |  Merrick Park Pharmacy |  Mocali |  Neiman Marcus |  Nordstrom |  Nordstrom Cafe |  Nordstrom Espresso Bar |  Oxxo Care Cleaners |  Pelle Line Shoes |  Pottery Barn |  Pottery Barn Kids |  Poupette St. Barth |  Rosario Salazar |  Rosario Salazar Outdoor |  Rugs by Zhaleh |  S. Grussmark Invisalign |  SAWA Restaurant & Lounge |  Silver Edge |  Silvia Tcherassi |  Soluna Aesthetic Center |  Sportive |  St. Croix Shop |  St. Hubert |  Sunglass Hut |  Swarovski |  Swatch |  Tiffany & Co. |  Tommy Bahama |  Tourneau |  Van Der Bauwede |  Victoria's Secret |  Villagio |  White House|Black Market |  Williams-Sonoma |  Yard House |  Yogurberry
Village Pointe,Nebraska,"168th & West Dodge Road, Omaha, Nebraska 68118",+1 402-505-9773,40.9010762,-96.9487288,62 stores, American Eagle Outfitters |  Ann Taylor |  Apple Store |  Archivers |  babyGap |  Banana Republic |  Bath & Body Works |  Beauty Brands |  Bed Bath & Beyond |  Best Buy |  Brix |  Cache |  Carter's |  Claire's  |  Coach |  Cold Stone Creamery |  Coldwater Creek |  DSW |  Finish Line |  Fossil |  Francesca's Collections |  Funny Bone Comedy Club |  GameStop |  Gap  |  GapBody |  GapKids |  Garbos Salon & Spa |  Harry & David |  Cheeseburger in Paradise |  Chico's |  Christopher & Banks |  J. Jill |  J.Crew |  Janie and Jack |  Johnny's Italian Steakhse |  Jos. A. Bank |  Justice |  Kona Grill |  Me & Me |  Mid City Bank |  Mimi's Cafe |  My Compulsion |  Old Navy |  Pandora |  Panchero's Mexican Grill |  Paradise Bakery & Cafe |  Periwinkles For Her |  Pier 1 Imports |  Portrait Innovations |  Sephora |  Scheels All Sports |  Soma Intimates |  Sportsman's Haircut |  Te Bella MedSpa |  The Walking Company |  Three Dog Bakery |  V Nails |  Village Pointe Cinema |  White House|Black Market |  Yankee Candle |  Z Gallerie
Vintage Faire Mall,California,"3401 Dale Rd, Modesto, CA",(209) 527-3401,37.6898783,-121.0503507,135 stores," Abercrombie & Fitch |  Above the Belt |  Aeropostale |  American Eagle Outfitters |  Anchor Blue |  Apple Store |  Apricot Lane |  AT&T; |  Auntie Anne's |  Basic |  Bath & Body Works |  bebe |  Bella Pierre Cosmetics |  Best Buy Mobile |  BJ's Restaurant and Brewhouse |  Body Jewlz |  Buckle |  Buffalo Wild Wings |  Build-A-Bear Workshop |  Cal-Time |  Carl's Jr. |  cathy jean |  Cinnabon |  Claire's |  Coach |  Cold Stone Creamery |  Coldwater Creek |  Crazy 8 |  Dairy Queen / Orange Julius |  Devon's Jewelers |  Disney Store |  Don Roberto Jewelers |  Ecko Unltd |  Elephant Bar |  Envy |  Express |  f.y.e. |  Foot Locker |  Foot Locker/Kids Foot Locker |  FootAction USA |  Forever 21 |  Fred Meyer Jewelers |  Fresh Grill Mongolian BBQ |  GameStop |  Gap |  GapKids / BabyGap |  General Nutrition Center |  Gloria Jean's Coffees |  Gymboree |  H&M; |  Hollister Co. |  Hot Dog on a Stick |  Hot Topic |  Champs Sports |  Charley's Grilled Subs |  Children's Play Area |  Chili's |  Chipotle |  Icing |  International Imports |  Jaden & Dean |  JCPenney |  Johnny Carino's |  Journeys |  Journeys Kidz |  Kay Jewelers |  LA Italian Kitchen |  Lady Foot Locker |  Lane Bryant |  Lee Nails |  LensCrafters |  LIDS |  Love Culture |  M.A.C |  Macy's |  Mainland Skate and Surf |  Management Office |  Men's Wearhouse and Tux |  Metro PCS |  Miche Bags |  Mimi's Cafe |  Motherhood Maternity |  My Antique Memories |  No Fear |  PacSun |  Panda Express |  Payless ShoeSource |  Perfume Corner |  Pheroni |  Picture People |  Pro Beauty |  Q Image Studio |  Regis Salons |  Rejuv, an Aveda Lifestyle Salon Spa |  Samuels Jewelers |  Sanrio |  Sears |  See's Candies |  Sephora |  Shi by Journeys |  Shiekh Shoes |  Shoe Box |  Shoe Palace |  Simple Wireless |  Sleep Number by Select Comfort |  Spencer's |  Sporters |  Sports Station |  Starbucks Coffee |  Stride Rite |  Styles for Less |  Sunglass Hut |  Sunshades Optique |  Sunshades-Kiosk |  Swarovski |  Sweet Factory |  Sweet River Grill & Bar |  Taxi's Hamburgers |  The Body Shop |  The Children's Place |  Things Remembered |  Tilly's |  T-Mobile |  Torrid |  Tuttimelon |  Vans |  Verizon |  Victoria's Secret |  Vintage Furniture |  Wet Seal |  Wetzel's Pretzels |  Zales |  Zee Jewelers |  Zumiez"
Vintage Oaks At Novato,California,"100-300 Vintage Way, Novato, California 94945",+1 415-897-9999,38.0871315,-122.5510344,53 stores, ATM Bank of America |  Bath & Body Works |  Burger King |  Cellular World |  Claire's  |  Costco |  DSW |  Eddie Bauer Outlet |  Extreme Pizza |  Fresh Choice |  GameStop |  GNC |  Gymboree |  H&R; Block |  Chevy's |  IHOP |  Jennie Low's |  Justice |  Leslie's Pool Supplies |  LOFT |  Macy's |  Marin Beauty Company |  Marshalls |  Men's Wearhouse |  Miracle Ear |  NH2 Salon |  Old Navy |  Panda Room |  Party City |  Pasta Pomodoro |  Patelco Credit Union |  Payless ShoeSource |  Petco |  Pier 1 Imports |  Ross Dress For Less |  See's Candies |  Sephora |  Site For Sore Eyes |  Sleep Train |  South Pacific Smokehouse |  Sprint |  Starbucks Coffee |  Subway |  Supercuts |  Sushi Holic |  Target |  The Sports Authority |  Tilly's |  Tuttimelon |  Vintage Nails |  Vintage Oaks Dental |  Wild Birds Unlimited
Vintage Park,Texas,"110 Vintage Park Blvd, Ste 270, Houston, TX 77070",281.655.8000,30.006414,-95.58833,55 stores," 1251 Tapas Bar |  Aesthetic Dentistry |  Alan Murphy Salon |  All About Feet |  Amegy Bank |  Anything Bling Boutique |  ASHA Handcrafted Jewelry |  Brix Wine Cellars |  Browning Smile Design |  CoCo's Crepes & Coffee |  Commonwealth Land Title |  Compass Bank |  Dr. Amelia Garrone, DDS |  Dr. James H Clarke, DDS |  Envi Fashions |  European Wax Center |  Famous Paper Emporium |  Fish City Grill |  Fred Astaire Dance Studio |  Fresh Berry Yogurt |  H-E-B |  Heritage Texas Properties |  Cheeburger Cheeburger |  Imagination Toys & Shoes |  Inches-A-Weigh |  It's A Treat |  Jeanne's Monograms/Gifts |  Kelsey Seybold |  LA Portrait Boutique |  La Ve Vee |  Lone Star Tobacco |  Luxe Bar & Lounge |  Med Spa |  Mia Bella Restaurant |  Natural Pawz |  Oh Honey |  Peli Peli |  PepperLawson Construction |  PostNet |  Potbelly Sandwich Shop |  Prim & Posh Tots |  Salata |  Shogun Restaurant |  Signature Home Theater |  Starbucks Coffee |  Strata |  T Carolyn Fashions |  Texas Star Dental |  Trio Steakhouse & Bar |  Trustmark Bank |  Venetian Nail Spa |  Vintage Wellness/Aesth. |  Wacky Mongolian Grill |  ZCom Wireless"
Virginia Center Commons,Virginia,"10101 Brook Rd, Glen Allen, VA 23059-6522",(804) 266-9002,37.676525,-77.4562739,74 stores, Aeropostale |  Ambers Cosmetics & Accessories |  American Eagle Outfitters |  American Family Fitness |  American Jewelers |  Auntie Anne's Pretzels |  Bath & Body Works |  Body Central |  Bourbon Street Grill |  Burlington Coat Factory |  Cell Fashions |  Cellairis |  Cinnabistro |  Claire's Boutique |  Collectors Heaven |  Dairy Queen |  Diamond Concepts |  Diamond Expressions |  DTLR |  Eastern Health Center |  Finish Line |  Flashlight Barber Shop |  Follow The Bunny - Easter Photo Experience |  Foot Locker |  Fruity Bubble Tea |  Fun & Games Arcade |  fye - For Your Entertainment |  GNC |  Gold & Gems Jewelers |  Great Steak & Subs |  Gymboree |  Harold Pener Man of Fashion |  Hot Topic |  Charlotte Russe |  Chick-fil-A |  Java Chocolate |  jcpenney |  jcpenney Portrait Studio |  Jewelry Palace |  Jimmy Jazz |  Journeys |  Justice |  Kay Jewelers |  LensCrafters |  Lids |  Luxury Nails Spa |  Mac's Subs & Wraps |  Macy*s |  Marianela's Dominican Hair Salon |  Mega Wireless |  New York & Company |  Payless ShoeSource |  Piercing Pagoda |  Proactiv ZoomShops |  River City Body Jewelry |  S.K. Jewelers |  Sears |  Simon Guest Services |  Simon Kidgits Korner Play Area |  Spencer Gifts |  Step-n-Style |  Studio Express |  The Children's Place |  The Limited |  The Shoe Department |  The T-Shirt Shop |  Things Remembered |  Tire America |  Unique Jewelers |  Victoria's Secret |  We R Wireless |  Wet Seal |  Yankee Candle
Visalia Mall,California,"2031 South Mooney Boulevard, Visalia, California 93277",(559) 733-3899,36.3113954,-119.3147092,71 stores, Aeropostale |  All American Sports Fan |  American Eagle Outfitters |  Auntie Anne's Pretzels |  Bath & Body Works |  Best Buy Mobile |  Build-A-Bear Workshop |  Cellairis |  Cinnabon |  Claire's  |  Cricket Wireless |  Dairy Queen/Orange Julius |  Don Roberto Jewelers |  Dr. Serrins Optometrist |  f.y.e. |  Feet For Life |  Foot Locker |  Fred Meyer Jewelers |  Global Luggage |  GNC |  Gymboree |  Hollister Co. |  Hot Topic |  Charley's Grilled Subs |  Chinese Gourmet Express |  Icing by Claire's |  JCPenney |  John T's |  Journeys |  Journeys Kidz |  June |  Kay Jewelers |  LensCrafters |  Lids |  Macy's |  M'Fasis |  Nails 2000 |  Native American Traders |  New York & Company |  No Fear |  Old Navy |  Original Teriyaki Grill |  Pacific Sunwear |  Paris Boutique |  Payless Kids |  Perfumel |  Precision Time |  Red Robin |  Regis Salon |  Rick & Nachos |  Sbarro |  See's Candies |  Shapes Brow Bar |  Shiekh Shoes |  Styles For Less |  Sunglass Hut |  Sweet Factory |  Takken's Shoes |  The Children's Place |  The Picture People |  Things Remembered |  Torrid |  Union Bank of California |  Vans |  Victoria's Secret |  Visalia Mall Police Sta. |  Wet Seal |  Wright's Hallmark |  Zales The Diamond Store |  Zumiez
